item,itemLabel,alias
http://www.wikidata.org/entity/Q9682,Elizabeth II,Elizabeth Alexandra Mary
http://www.wikidata.org/entity/Q9682,Elizabeth II,Elizabeth Alexandra Mary Windsor
http://www.wikidata.org/entity/Q2677,Wilhelm II,William II
http://www.wikidata.org/entity/Q2677,Wilhelm II,Wilhelm II.
http://www.wikidata.org/entity/Q2677,Wilhelm II,Kaiser Wilhelm II
http://www.wikidata.org/entity/Q2677,Wilhelm II,Emperor Willlam
http://www.wikidata.org/entity/Q2677,Wilhelm II,Frederick William Victor Albert of Prussia
http://www.wikidata.org/entity/Q2677,Wilhelm II,Friedrich Wilhelm Emperor William II
http://www.wikidata.org/entity/Q2677,Wilhelm II,Friedrich Wilhelm Viktor Albert von Hohenzollern
http://www.wikidata.org/entity/Q2677,Wilhelm II,Friedrich Wilhelm Viktor Albrecht von Preußen
http://www.wikidata.org/entity/Q2677,Wilhelm II,German Emperor Wilhelm II
http://www.wikidata.org/entity/Q2677,Wilhelm II,Wilhelm II of Germany
http://www.wikidata.org/entity/Q2677,Wilhelm II,"Wilhelm II, German Emperor"
http://www.wikidata.org/entity/Q9682,Elizabeth II,Queen Elizabeth II
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Diana
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Princess Diana
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Diana Spencer
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Lady Di
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Catherine Elizabeth Middleton
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales","Catherine Elizabeth, Duchess of Cambridge"
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales","Catherine Elizabeth, Duchess of Cornwall and Cambridge"
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales","Catherine Elizabeth, Princess of Wales"
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Catherine Middleton
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales","Catherine, Duchess of Cambridge"
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales","Catherine, Duchess of Cornwall and Cambridge"
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Duchess Catherine
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Duchess Kate
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Kate Middleton
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Princess Catherine
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Princess Kate
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Lady Diana Spencer
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",The People's Princess
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Diana Frances Spencer
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Diana Princess of Wales
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Lady Diana Frances Spencer
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",Princess Di
http://www.wikidata.org/entity/Q9685,"Diana, Princess of Wales",The Princess of Wales
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,"Elizabeth, Queen Consort of the British Empire"
http://www.wikidata.org/entity/Q17142,George I of Greece,George I
http://www.wikidata.org/entity/Q17142,George I of Greece,Vilhelm
http://www.wikidata.org/entity/Q17142,George I of Greece,George I of the Hellens
http://www.wikidata.org/entity/Q17142,George I of Greece,"George I, King of Greece"
http://www.wikidata.org/entity/Q17142,George I of Greece,"George I, King of the Hellenes"
http://www.wikidata.org/entity/Q17142,George I of Greece,King George I of Greece
http://www.wikidata.org/entity/Q17142,George I of Greece,King George I of the Hellens
http://www.wikidata.org/entity/Q18363,Alfonso XIII,The African
http://www.wikidata.org/entity/Q18363,Alfonso XIII,Alfonso Leon Fernando Maria Jaime Isidro Pascual Antonio de Borbon y Austria-Lorena
http://www.wikidata.org/entity/Q18363,Alfonso XIII,Alfonso León Fernando María Jaime Isidro Pascual Antonio de Borbón y Austria-Lorena
http://www.wikidata.org/entity/Q18363,Alfonso XIII,Alfonso XIII of Spain
http://www.wikidata.org/entity/Q18363,Alfonso XIII,Don Alfonso de Borbon y Habsburgo
http://www.wikidata.org/entity/Q18363,Alfonso XIII,Don Alfonso de Borbón y Habsburgo
http://www.wikidata.org/entity/Q19006,Princess Elizabeth of Greece and Denmark,Elizabeth of Greece and Denmark
http://www.wikidata.org/entity/Q19006,Princess Elizabeth of Greece and Denmark,Elizabeth Oldenburg
http://www.wikidata.org/entity/Q19006,Princess Elizabeth of Greece and Denmark,"Princess Elizabeth, Countess of Toerring-Jettenbach"
http://www.wikidata.org/entity/Q19943,Juan Carlos I of Spain,Juan Carlos I
http://www.wikidata.org/entity/Q19943,Juan Carlos I of Spain,Juan Carlos Alfonso Víctor María de Borbón y Borbón-Dos Sicilias
http://www.wikidata.org/entity/Q32347,Alfonso XII of Spain,Alfonso XII
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Catherine Princess of Wales
http://www.wikidata.org/entity/Q10479,"Catherine, Princess of Wales",Kate Princess of Wales
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Queen Elizabeth
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Elizabeth Angela Marguerite Bowes-Lyon
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,"Elizabeth Angela Marguerite, Duchess of York"
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Elizabeth Bowes-Lyon
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,"Elizabeth, Duchess of York"
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Hon. Elizabeth Angela Marguerite Bowes-Lyon
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Hon. Elizabeth Bowes-Lyon
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Lady Elizabeth Angela Marguerite Bowes-Lyon
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Lady Elizabeth Bowes-Lyon
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Queen Elizabeth Angela Marguerite
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,Queen-Empress Elizabeth
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,The Queen Mother
http://www.wikidata.org/entity/Q10633,Queen Elizabeth the Queen Mother,The Queen Mum
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",Bulliam
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",Prince William Arthur Philip Louis of Wales
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales","Prince William Arthur Philip Louis, Duke of Cambridge"
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",Prince William of Wales
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales","Prince William, Duke of Cambridge"
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",William Arthur Philip Louis
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",William Arthur Philip Louis Mountbatten-Windsor
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales","William Arthur Philip Louis, Prince of Wales"
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",William Cambridge
http://www.wikidata.org/entity/Q26455,Fernand Sanz,Fernando Sanz y Martinez de Arrizala
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,Beatrix der Nederlanden
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,"Beatrix Koningin der Nederlanden, Prinses van Oranje-Nassau"
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,Beatrix of Orange
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,Beatrix van Oranje
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,Beatrix Wilhelmina Armgard
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,Princess Beatrix of Orange-Nassau
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,Princess Beatrix of the Netherlands
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,Queen Beatrix
http://www.wikidata.org/entity/Q33218,"Infanta Alicia, Duchess of Calabria",Princess Alicia Maria Teresa Francesca Luisa Pia Anna Valeria of Bourbon-Parma
http://www.wikidata.org/entity/Q33218,"Infanta Alicia, Duchess of Calabria",Princess Alicia of Bourbon-Parma
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",Prince William
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",William Wales
http://www.wikidata.org/entity/Q36812,"William, Prince of Wales",William Windsor
http://www.wikidata.org/entity/Q43274,Charles III,King of England
http://www.wikidata.org/entity/Q43274,Charles III,Prince Charles
http://www.wikidata.org/entity/Q43274,Charles III,King Charles
http://www.wikidata.org/entity/Q43274,Charles III,His Majesty The King
http://www.wikidata.org/entity/Q43274,Charles III,His Majesty
http://www.wikidata.org/entity/Q43274,Charles III,King Charles III
http://www.wikidata.org/entity/Q43274,Charles III,C III
http://www.wikidata.org/entity/Q43274,Charles III,Charles III of England
http://www.wikidata.org/entity/Q43274,Charles III,Charles III of the United Kingdom
http://www.wikidata.org/entity/Q43274,Charles III,Charles Mountbatten-Windsor
http://www.wikidata.org/entity/Q43274,Charles III,Charles Philip Arthur George Mountbatten-Windsor
http://www.wikidata.org/entity/Q43274,Charles III,Charles Philip Arthur George Windsor
http://www.wikidata.org/entity/Q43274,Charles III,"Charles Philip Arthur George, Prince of Wales"
http://www.wikidata.org/entity/Q43274,Charles III,Charles the Third
http://www.wikidata.org/entity/Q43274,Charles III,Charles Wales
http://www.wikidata.org/entity/Q43274,Charles III,Charles Windsor
http://www.wikidata.org/entity/Q43274,Charles III,"His Majesty Charles the Third, by the Grace of God, of the United Kingdom of Great Britain and Northern Ireland and of His other Realms and Territories King, Head of the Commonwealth, Defender of the Faith"
http://www.wikidata.org/entity/Q43274,Charles III,His Royal Highness Charles III of Great Britain
http://www.wikidata.org/entity/Q43274,Charles III,HM King Charles III
http://www.wikidata.org/entity/Q43274,Charles III,Prince Charles of Edinburgh
http://www.wikidata.org/entity/Q43274,Charles III,Prince Charles Philip Arthur George of Edinburgh
http://www.wikidata.org/entity/Q43274,Charles III,"Prince Charles Philip Arthur George, Prince of Wales"
http://www.wikidata.org/entity/Q43274,Charles III,"Prince Charles, Duke of Rothesay"
http://www.wikidata.org/entity/Q43274,Charles III,"Prince Charles, Prince of Wales"
http://www.wikidata.org/entity/Q43274,Charles III,"The Prince Charles Philip Arthur George, Prince of Wales"
http://www.wikidata.org/entity/Q43274,Charles III,"The Prince Charles, Prince of Wales"
http://www.wikidata.org/entity/Q43274,Charles III,Charles Philip Arthur George
http://www.wikidata.org/entity/Q56641,Pim Lier,Albrecht-Willem Lier
http://www.wikidata.org/entity/Q57264,Alexandrine of Mecklenburg-Schwerin,Alexandrine Auguste of Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q57264,Alexandrine of Mecklenburg-Schwerin,"Alexandrine, Queen of Denmark"
http://www.wikidata.org/entity/Q57264,Alexandrine of Mecklenburg-Schwerin,Duchess Alexandrine Auguste of Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q57264,Alexandrine of Mecklenburg-Schwerin,Duchess Alexandrine of Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q57264,Alexandrine of Mecklenburg-Schwerin,Queen Alexandrine of Denmark
http://www.wikidata.org/entity/Q50998,Prince Adalbert of Prussia,Prince Adalbert Ferdinand Berengar Viktor of Prussia
http://www.wikidata.org/entity/Q54386,"Infanta Elena, Duchess of Lugo","Elena Maria Isabela Dominica de Silas de Borbón y Grecia, Infanta de España"
http://www.wikidata.org/entity/Q54386,"Infanta Elena, Duchess of Lugo",Infanta Elena of Spain
http://www.wikidata.org/entity/Q54386,"Infanta Elena, Duchess of Lugo",Infanta Elena
http://www.wikidata.org/entity/Q54386,"Infanta Elena, Duchess of Lugo",Elena de Borbón
http://www.wikidata.org/entity/Q55720,Sarah Ferguson,Fergie
http://www.wikidata.org/entity/Q55720,Sarah Ferguson,Sarah Margaret Ferguson
http://www.wikidata.org/entity/Q55720,Sarah Ferguson,Sarah Margaret Mountbatten-Windsor
http://www.wikidata.org/entity/Q55720,Sarah Ferguson,Sarah Mountbatten-Windsor
http://www.wikidata.org/entity/Q57304,Prince Bernhard of Lippe-Biesterfeld,B. van Lippe Biesterfeld
http://www.wikidata.org/entity/Q57304,Prince Bernhard of Lippe-Biesterfeld,Bernhard of Lippe-Biesterfeld
http://www.wikidata.org/entity/Q57304,Prince Bernhard of Lippe-Biesterfeld,Bernhard zur Lippe-Biesterfeld
http://www.wikidata.org/entity/Q57304,Prince Bernhard of Lippe-Biesterfeld,"Bernhard, Prince Consort of the Netherlands"
http://www.wikidata.org/entity/Q57304,Prince Bernhard of Lippe-Biesterfeld,Prince Bernhard of the Netherlands
http://www.wikidata.org/entity/Q57304,Prince Bernhard of Lippe-Biesterfeld,"Prince Bernhard, Prince Consort of the Netherlands"
http://www.wikidata.org/entity/Q57304,Prince Bernhard of Lippe-Biesterfeld,Z.K.H. Prins Bernhard
http://www.wikidata.org/entity/Q57355,"Prince Georg Friedrich, Prince of Prussia",Georg Friedrich Ferdinand Prinz von Preußen
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Count Alexander of Battenberg
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Count Louis of Battenberg
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,"Louis Alexander Mountbatten, 1st Marquess of Milford Haven"
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Louis Alexander of Battenberg
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Louis Milford Haven
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,"Louis Mountbatten, 1st Marquess of Milford Haven"
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Louis of Battenberg
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Prince Louis Alexander of Battenberg
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Sir Louis Alexander Mountbatten
http://www.wikidata.org/entity/Q57468,Prince Louis of Battenberg,Sir Louis Mountbatten
http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,Princess Victoria Louise Adelaide Matilda Charlotte of Prussia
http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,Princess Victoria Louise of Prussia
http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,Victoria Louise Adelaide Matilda
http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,Viktoria Luise of Prussia
http://www.wikidata.org/entity/Q57529,Princess Viktoria Luise of Prussia,"Viktoria Luise, Duchess Consort of Brunswick"
http://www.wikidata.org/entity/Q57569,Prince Henry of Prussia,Albert Wilhelm Heinrich
http://www.wikidata.org/entity/Q57569,Prince Henry of Prussia,Heinrich Prinz von Preußen
http://www.wikidata.org/entity/Q57569,Prince Henry of Prussia,Prince Albert William Henry of Prussia
http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",Friedrich Wilhelm Victor August Ernst
http://www.wikidata.org/entity/Q57621,"Wilhelm, German Crown Prince",Crown Prince Wilhelm
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,Princess Victoria Alberta Elizabeth Mathilde Marie of Hesse and by Rhine
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,"Princess Victoria, Marchioness of Milford Have"
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,"Victoria Alberta Elizabeth Mathilde Marie Mountbatten, Marchioness of Milford Haven"
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,Victoria Alberta Elizabeth Mathilde Marie of Hesse and by Rhine
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,Victoria Milford Haven
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,Victoria of Hesse and by Rhine
http://www.wikidata.org/entity/Q57658,Princess Victoria of Hesse and by Rhine,"Victoria, Marchioness of Milford Haven"
http://www.wikidata.org/entity/Q57664,Emma of Waldeck and Pyrmont,Queen Emma
http://www.wikidata.org/entity/Q57664,Emma of Waldeck and Pyrmont,Emma of the Netherlands
http://www.wikidata.org/entity/Q57664,Emma of Waldeck and Pyrmont,"Emma, prinses van Waldeck en Pyrmont"
http://www.wikidata.org/entity/Q57664,Emma of Waldeck and Pyrmont,Princess Emma of Waldeck and Pyrmont
http://www.wikidata.org/entity/Q57976,Frederick Francis II,"Frederick Francis II, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q57976,Frederick Francis II,"Friedrich Franz II, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q57976,Frederick Francis II,Friedrich Franz II.
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Ernst August Prinz von Hannover
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Prince Ernst August of Hanover
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Ernst August Albert Paul Otto Rupprecht Oskar Berthold Friedrich-Ferdinand Christian-Ludwig of Hanover
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Ernst August of Hanover
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Ernst August von Hanover
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Prince Ernst August Albert Paul Otto Rupprecht Oskar Berthold Friedrich-Ferdinand Christian-Ludwig of Hanover
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Prince Ernst August of Hanover (born 1954)
http://www.wikidata.org/entity/Q58070,"Ernst August, Prince of Hanover",Prince Ernst August Sr.
http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",Frederick III of Germany
http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",Friedrich III
http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",Friedrich Wilhelm Nikolaus Karl
http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",Friedrich III of Germany
http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",Kronprinz Friedrich Wilhelm
http://www.wikidata.org/entity/Q58600,"Frederick III, German Emperor",King Frederick III of Prussia
http://www.wikidata.org/entity/Q58670,Princess Charlotte of Prussia,Charlotte of Prussia
http://www.wikidata.org/entity/Q58670,Princess Charlotte of Prussia,"Duchess Charlotte, Duchess Consort of Saxe-Meiningen"
http://www.wikidata.org/entity/Q58670,Princess Charlotte of Prussia,Princess Victoria Elizabeth Augusta Charlotte of Prussia
http://www.wikidata.org/entity/Q58670,Princess Charlotte of Prussia,Victoria Elizabeth Augusta Charlotte of Prussia
http://www.wikidata.org/entity/Q58777,Prince August Wilhelm of Prussia,Auwi
http://www.wikidata.org/entity/Q60371,Prince Joachim of Prussia,Joachim
http://www.wikidata.org/entity/Q60371,Prince Joachim of Prussia,Joachim Franz Hubert
http://www.wikidata.org/entity/Q60371,Prince Joachim of Prussia,Prince Joachim Franz Humbert of Prussia
http://www.wikidata.org/entity/Q60382,Princess Viktoria of Prussia,Friederike Amalia Wilhelmine Viktoria Prinzessin von Preußen
http://www.wikidata.org/entity/Q60382,Princess Viktoria of Prussia,Princess Friederike Amalia Wilhelmine Viktoria of Prussia
http://www.wikidata.org/entity/Q60697,Duke Adolf Friedrich of Mecklenburg-Schwerin,Adolf Friedrich Herzog von Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q60697,Duke Adolf Friedrich of Mecklenburg-Schwerin,Duke Adolf Friedrich Albrecht Heinrich of Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q60697,Duke Adolf Friedrich of Mecklenburg-Schwerin,Duke Of Mecklenburg Schwerin Adolf Friedrich
http://www.wikidata.org/entity/Q60697,Duke Adolf Friedrich of Mecklenburg-Schwerin,Herzog von Mecklenburg-Schwerin Adolf Friedrich
http://www.wikidata.org/entity/Q60737,"Georg Donatus, Hereditary Grand Duke of Hesse",Georg Donatus von Hessen-Darmstadt
http://www.wikidata.org/entity/Q60741,"Prince Philipp, Landgrave of Hesse",Philipp de Hesse-Kassel
http://www.wikidata.org/entity/Q60741,"Prince Philipp, Landgrave of Hesse",Philipp Prinz von Hessen
http://www.wikidata.org/entity/Q60741,"Prince Philipp, Landgrave of Hesse",Philipp von Hessen
http://www.wikidata.org/entity/Q60741,"Prince Philipp, Landgrave of Hesse","Prince Philipp, Landgrave of Hesse"
http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",Ernest Augustus of Hanover
http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",Prince Ernst August of Hanover
http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",Ernst August of Hanover
http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover","Ernest Augustus, Prince of Hanover"
http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",Ernst August IV
http://www.wikidata.org/entity/Q61079,"Ernst August, Prince of Hanover",Prince Ernest Augustus of Hanover
http://www.wikidata.org/entity/Q61104,"Bernhard III, Duke of Saxe-Meiningen",Bernhard III
http://www.wikidata.org/entity/Q61242,Prince Oskar of Prussia,Oskar Karl Gustav Adolf of Prussia
http://www.wikidata.org/entity/Q61242,Prince Oskar of Prussia,Oskar of Prussia
http://www.wikidata.org/entity/Q61242,Prince Oskar of Prussia,Prince Oskar Karl Gustav Adolf of Prussia
http://www.wikidata.org/entity/Q61243,Princess Alexandra of Hanover,Alexandra of Hanover and Cumberland
http://www.wikidata.org/entity/Q61243,Princess Alexandra of Hanover,Princess Alexandra Louise Marie Olga Elisabeth Therese Vera of Hanover and Cumberland
http://www.wikidata.org/entity/Q61243,Princess Alexandra of Hanover,Princess Alexandra of Hanover and Cumberland
http://www.wikidata.org/entity/Q61270,"Louis, Prince of Hesse and by Rhine",Prince Ludwig of Hesse and by Rhine
http://www.wikidata.org/entity/Q61270,"Louis, Prince of Hesse and by Rhine",Prince Ludwig Hermann Alexander Chlodwig of Hesse and by Rhine
http://www.wikidata.org/entity/Q61270,"Louis, Prince of Hesse and by Rhine","Prince Ludwig, Hereditary Grand Duke of Hesse and by Rhine"
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Mossy
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Margaret Beatrice Feodora of Prussia
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Margaret of Prussia
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,"Margaret of Prussia, Queen consort-elect of Finland"
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,"Margaret of Prussia, Queen-elect of Finland"
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Margarethe Beatrice Feodora of Prussia
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Margarethe of Prussia
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Princess Frederick Charles of Hesse
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Princess Margaret Beatrice Feodora of Prussia
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Princess Margarethe Beatrice Feodora of Prussia
http://www.wikidata.org/entity/Q61338,Princess Margaret of Prussia,Princess Margarethe of Prussia
http://www.wikidata.org/entity/Q61351,Frederica of Hanover,Fredericka
http://www.wikidata.org/entity/Q61351,Frederica of Hanover,Friederike Luise von Griechenland
http://www.wikidata.org/entity/Q61351,Frederica of Hanover,Princess Fredericka
http://www.wikidata.org/entity/Q57672,"Ernst August, Duke of Brunswick",Ernest Augustus
http://www.wikidata.org/entity/Q57672,"Ernst August, Duke of Brunswick","Ernest August I, Duke of Brunswick"
http://www.wikidata.org/entity/Q57672,"Ernst August, Duke of Brunswick",Ernst August I of Brunswick
http://www.wikidata.org/entity/Q57930,Frederick Francis IV,Friedrich Franz IV
http://www.wikidata.org/entity/Q57930,Frederick Francis IV,"Frederick Francis IV, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q57930,Frederick Francis IV,"Friedrich Franz IV, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q57930,Frederick Francis IV,"Grand Duke Frederick Francis IV, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q57930,Frederick Francis IV,"Grand Duke Friedrich Franz IV, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q57974,Frederick Francis III,"Frederick Francis III, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q57974,Frederick Francis III,Friedrich Franz III
http://www.wikidata.org/entity/Q57974,Frederick Francis III,"Friedrich Franz III, Grand Duke of Mecklenburg-Schwerin"
http://www.wikidata.org/entity/Q62492,"Richard, 6th Prince of Sayn-Wittgenstein-Berleburg",Richard Casimir Karl August Robert Konstantin zu Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q62492,"Richard, 6th Prince of Sayn-Wittgenstein-Berleburg",Richard Prince zu Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q62602,"Prince Berthold, Margrave of Baden",Berthold Prinz und Markgraf von Baden
http://www.wikidata.org/entity/Q62965,"Philipp Albrecht, Duke of Württemberg","Duke Philipp Albrecht of Württemberg, Duke of Württemberg"
http://www.wikidata.org/entity/Q62965,"Philipp Albrecht, Duke of Württemberg","Duke Philipp Albrecht, The Duke of Württemberg"
http://www.wikidata.org/entity/Q63014,Princess Marie Auguste of Anhalt,Marie Auguste Prinzessin von Anhalt
http://www.wikidata.org/entity/Q63014,Princess Marie Auguste of Anhalt,Marie of Anhalt
http://www.wikidata.org/entity/Q63014,Princess Marie Auguste of Anhalt,Princess Marie Augustine of Anhalt
http://www.wikidata.org/entity/Q63014,Princess Marie Auguste of Anhalt,Princess Marie-Auguste of Anhalt
http://www.wikidata.org/entity/Q63093,Prince Waldemar of Prussia,Prince Waldemar William Louis Frederick Victor of Prussia
http://www.wikidata.org/entity/Q63093,Prince Waldemar of Prussia,Waldemar Prinz von Preußen
http://www.wikidata.org/entity/Q63093,Prince Waldemar of Prussia,Waldemar Wilhelm Ludwig Friedrich Viktor Heinrich Prinz von Preußen
http://www.wikidata.org/entity/Q63284,"Prince Moritz, Landgrave of Hesse",Moritz Friedrich Karl Emanuel Humbert
http://www.wikidata.org/entity/Q63575,Prince Louis Ferdinand of Prussia,Ludwig Ferdinand Oskar Christian Prinz von Preußen
http://www.wikidata.org/entity/Q63575,Prince Louis Ferdinand of Prussia,Prince Ludwig Ferdinand Oskar Christian of Prussia
http://www.wikidata.org/entity/Q63679,Prince Frederick Charles of Hesse,Frederick Charles Louis Constantine
http://www.wikidata.org/entity/Q63679,Prince Frederick Charles of Hesse,Frederick Charles Louis Constantine of Hesse
http://www.wikidata.org/entity/Q63679,Prince Frederick Charles of Hesse,Frederick Charles of Hesse
http://www.wikidata.org/entity/Q63679,Prince Frederick Charles of Hesse,Prince Frederick Charles Louis Constantine of Hesse
http://www.wikidata.org/entity/Q64217,Prince Franz Wilhelm of Prussia,Franz Wilhelm Victor Christoph Stephan
http://www.wikidata.org/entity/Q64217,Prince Franz Wilhelm of Prussia,Franz Wilhelm Viktor Christoph Stephan Prinz von Preußen
http://www.wikidata.org/entity/Q64704,Prince Sigismund of Prussia,Prince William Victor Charles Augustus Henry Sigismund of Prussia
http://www.wikidata.org/entity/Q64704,Prince Sigismund of Prussia,Sigismund Prinz von Preußen
